Gene_Name,CTRL_0,CTRL_1,CTRL_2,P4_0,P4_1,P4_2,IL1B_0,IL1B_1,IL1B_2,FSK_0,FSK_1,FSK_2,FSK_P4_0,FSK_P4_1,FSK_P4_2,P4_IL1B_0,P4_IL1B_1,P4_IL1B_2,FSK_IL1B_0,FSK_IL1B_1,FSK_IL1B_2,FSK_P4_IL1B_0,FSK_P4_IL1B_1,FSK_P4_IL1B_2
BET3L,0.0793998,0.0677881,0.102233,0.0695901,0.142069,0.14267,0.0848619,0.110369,0.0234038,0.30785,0.630536,0.417318,0.185751,0.136286,0.11249,0.101045,0.117228,0.11145,0.18259,0.364422,0.253267,0.0593433,0.148461,0.108087
BEX1,0.323851,0.244349,0.420859,0.195406,0.284548,0.437745,0.54835,0.959205,0.847921,0.416587,0.814751,0.62604,0.283317,0.435871,0.299388,0.320931,0.946078,0.508934,0.54129,0.651763,0.454937,0.544787,0.421515,0.407037
BEX2,9.69521,11.8594,12.3491,8.2459,9.36394,7.91963,16.7032,22.1677,15.6498,14.1293,21.6044,16.9295,10.2768,14.7291,9.43787,10.2547,12.9943,11.4161,20.4845,23.3582,17.4067,12.9054,14.466,12.5912
BEX4,2.83025,2.75169,2.06742,2.74155,2.62485,2.07396,4.48936,5.0628,3.63985,2.96727,4.78856,3.56911,3.33604,3.33591,2.89422,3.15234,3.68695,2.84347,4.26579,4.70581,3.22692,3.22146,3.78665,3.02924
BEX5,1.65786,1.36439,0.938822,1.78395,1.64282,1.05169,1.99208,1.34419,1.2756,1.23883,1.75116,1.59836,1.85681,2.28771,1.44588,1.60265,1.84476,1.69069,1.14162,2.06304,1.23851,2.02449,1.71796,1.69048
BFAR,26.72,27.9394,28.4407,30.1731,30.6796,30.5566,26.8962,27.8013,28.842,23.7317,23.8577,25.1622,28.6073,27.2868,30.1156,30.241,30.0557,32.8714,24.3062,23.2157,25.3632,27.4276,27.1881,28.5491
BFSP1,2.42106,3.1117,3.16118,2.06736,1.91783,2.13933,3.22596,3.13751,3.46595,2.97651,3.79567,3.6069,2.36635,2.16859,2.34396,2.46617,2.79726,2.90145,2.4455,3.48895,3.43889,1.51244,2.12031,2.19194
BGN,5.56626,6.07655,8.24716,4.68202,4.26214,8.01894,5.70405,5.82059,7.17438,6.73999,4.81996,8.15081,4.34634,5.07235,5.11167,4.06426,4.20574,4.47937,5.54359,5.98841,6.73969,4.25033,4.45644,6.33998
BHLHA15,0.305192,0.396206,0.915711,0.51241,0.353695,0.622572,1.22884,2.61033,2.96004,0.346542,0.856693,0.451377,0.381148,0.364964,0.448915,1.03013,0.45638,1.23408,0.770275,1.19304,0.19955,0.386051,0.476139,1.09878
BHLHB9,1.24465,1.12313,0.811686,0.951397,0.839293,0.705227,0.949911,1.0179,0.937579,1.28985,0.973185,0.997527,1.17925,0.955052,1.07718,0.969114,1.13412,0.959071,1.0918,1.07916,0.903115,1.02366,0.957215,0.761918
BHLHE40,31.3056,32.668,30.9898,28.5542,28.9513,28.2391,34.0131,36.2966,34.0432,45.5585,45.1292,48.2398,38.2585,40.0269,34.7227,23.7913,24.1687,25.712,51.1722,49.4899,47.6561,34.52,38.3932,37.8916
BHLHE40-AS1,0.152161,0.148449,0.155522,0.176299,0.15983,0.201331,0.199861,0.124339,0.124161,0.347551,0.194367,0.16256,0.234605,0.17939,0.181319,0.0851102,0.0662874,0.171809,0.236613,0.304998,0.166617,0.287513,0.26487,0.132376
BHLHE41,2.75052,2.65738,1.44164,1.23549,1.26041,0.860621,3.59146,3.52639,3.01513,2.35283,2.43846,2.08804,1.13377,1.02194,0.938897,1.51943,1.81942,1.52287,2.66863,2.85441,1.89149,0.894406,1.13056,0.831807
BHMT,0.0686935,0.164689,0.130223,0.0752544,0.0564025,0.0356604,0.170283,0.173022,0.141316,0.37566,0.285708,0.260078,0.13813,0.0733767,0.158023,0.10729,0.214277,0.119521,0.256649,0.258901,0.26272,0.148152,0.219879,0.143816
BHMT2,0.0651029,0.0455041,0.0407622,0.00917921,0.0202263,0.0578058,0.0368927,0.021467,0.0298745,0.0677123,0.111241,0.0736558,0.0129776,0.0564438,0.0646931,0.0978207,0.0832695,0.0364364,0.0436871,0.0782814,0.0854489,0.0683839,0.0681093,0.0362785
BICC1,17.6442,19.891,16.5111,18.702,18.7813,16.3475,13.5022,14.7009,14.0437,21.0142,21.8013,22.475,18.006,18.374,19.6139,12.5837,13.4455,13.5135,17.4218,19.1932,18.6529,16.0229,16.109,14.3825
BICD1,2.7283,3.16604,1.6596,1.56894,2.01013,1.39325,2.12165,2.72187,1.95196,2.7224,2.70721,3.06207,2.69588,2.71883,2.45563,1.66774,1.89603,1.73231,2.67218,3.23586,3.04486,2.10031,2.57991,1.99556
BICD2,27.7761,30.4803,28.2961,26.1851,28.3249,25.4617,25.7938,27.2696,26.2951,22.7869,23.0262,21.2304,23.3974,23.7461,22.1593,24.9209,23.709,24.3203,21.9457,21.3077,20.7918,23.5304,24.6161,20.3201
BID,20.1388,26.1356,19.8936,22.8081,23.752,18.8366,36.9625,42.1151,34.2319,14.7901,17.395,14.1686,16.3895,18.1804,16.3644,33.8713,38.3525,32.9561,22.9586,24.8631,19.4405,20.3685,20.4304,16.3442
BIK,0.348454,0.198885,0.295054,0.181559,0.247973,0.114743,0.138439,0.39202,0.359585,0.296282,0.404913,0.372755,0.382925,0.479312,0.277171,0.696528,0.385348,0.590319,0.355597,0.457989,0.586551,0.349594,0.383445,0.421828
BIN1,26.3648,28.7953,35.0352,30.9961,37.2363,36.108,29.0943,31.647,30.1849,31.2399,30.901,31.0715,24.6892,31.1008,22.3001,28.0463,29.7064,28.5011,27.4537,26.7544,27.5978,26.0277,32.1485,31.3517
BIN3,20.7515,21.567,23.966,19.9462,22.1924,25.9692,18.8817,20.4238,20.9508,15.6955,18.0698,18.3748,15.9035,18.3715,17.2939,19.0554,22.6657,23.1257,15.7114,16.7676,18.0997,16.9977,21.701,21.8836
BIRC2,81.92,85.5633,47.6368,80.822,78.0757,48.6106,95.0574,99.9614,73.8119,93.0197,102.918,70.2059,87.4202,79.4232,76.5605,94.5316,87.5463,73.7492,131.251,148.044,101.94,101.674,85.1673,62.2238
BIRC3,20.8605,21.4939,11.904,20.2372,21.2228,11.4382,34.78,39.8587,26.4294,23.3206,29.5577,18.1106,20.1288,17.3095,16.9087,32.5825,31.8774,26.825,50.4725,59.6202,40.1773,33.7036,29.8747,21.7384
BIRC5,74.4527,71.7652,64.4755,72.9143,68.1415,61.2693,56.7484,54.095,52.8913,61.6893,53.5588,49.4073,57.8932,51.4258,51.3839,54.6874,48.5895,51.1812,47.1339,46.1551,45.3439,48.0197,44.2365,41.66
BIRC6,23.9191,23.6976,15.6155,22.0853,22.0873,16.2508,23.9398,24.256,20.741,24.7248,23.4346,20.9429,26.4564,22.8749,23.7796,25.2067,24.8511,22.9477,24.712,28.1874,21.3117,24.2695,22.4101,18.6225
BIVM,10.63,10.352,7.00738,7.83108,7.7521,5.33694,9.80395,10.4606,8.05249,7.353,8.08016,6.0527,6.7197,6.35864,6.62867,7.18966,7.04387,6.19291,7.47013,8.75339,6.79361,6.02773,5.7325,4.93084
BIVM-ERCC5,5.8893,8.50702,5.28266,5.79755,5.33398,4.23336,4.87354,7.705,5.32222,3.99827,5.39871,4.75205,4.53189,5.5306,5.29701,4.02593,5.38063,5.46746,4.05848,4.69799,3.78846,4.03334,4.0954,2.71159
BLCAP,37.3722,31.9205,32.9703,44.4518,35.7146,37.5833,37.9753,30.5023,37.1267,42.2644,31.5043,34.0575,44.1069,35.745,40.0797,47.7978,37.0719,41.0541,37.0186,30.9381,32.5019,44.0627,35.1913,35.5848
BLID,1.1461,1.18764,0.397239,0.373177,0.743772,0.470186,1.04618,0.697388,0.777198,1.14379,0.733086,0.966504,0.533246,0.519768,0.663667,0.512181,0.351177,0.687281,0.836308,0.950822,0.711692,0.251755,0.574616,0.234958
BLK,22.513,24.5081,31.3421,25.8436,29.6648,36.1927,12.6298,13.3306,14.6069,33.8469,32.1577,37.6669,32.5609,35.6859,33.6456,15.003,16.8917,16.0628,25.4391,21.318,26.0193,26.2151,28.2878,28.2954
BLM,7.39758,8.2798,5.10998,7.93546,8.26109,5.42289,6.16079,5.72381,5.3099,6.12804,7.265,5.41024,6.68234,6.12305,6.3419,7.15108,7.07852,6.57755,5.6332,5.96829,4.57547,5.82468,5.55349,3.85849
BLMH,11.4012,11.7377,9.86669,13.5556,14.0532,13.5468,11.3241,11.2978,10.2738,10.2464,10.7353,10.9522,12.8038,11.4269,13.642,13.0604,13.0216,14.4203,8.6859,9.29895,9.44158,10.8437,10.8316,11.1358
BLNK,0.139281,0.113431,0.0685025,0.103283,0.242089,0.0792119,0.0531446,0.0261648,0,0.121483,0.138279,0.0534887,0.0878645,0.130989,0.0712011,0.096137,0.0725538,0.0489423,0.0514879,0.0634658,0.0258932,0.0857273,0.0845966,0.107851
BLOC1S1,114.622,146.851,204.019,125.636,165.537,212.31,132.46,162.934,169.084,111.035,138.612,174.144,117.968,143.106,125.046,110.424,155.842,136.691,107.86,116.654,136.708,108.608,170.52,183.486
BLOC1S1-RDH5,2.92396,6.67166,6.17631,1.68588,3.38703,5.84738,1.57499,3.63764,3.3217,1.44573,4.40741,3.03578,1.91532,2.78136,4.06212,3.52455,3.06172,1.50645,3.12975,0.794111,0.0163634,2.89124,3.37489,5.70659
BLOC1S2,28.24,27.0308,19.9234,26.5194,25.961,17.7164,27.4197,26.1227,23.3223,26.4413,27.2422,21.638,24.9099,24.1702,23.7755,27.7921,25.492,25.3674,26.9993,25.1885,24.4621,26.9586,24.4575,19.184
BLOC1S3,2.96684,2.69515,2.30121,3.7156,3.02925,3.14281,3.20219,2.82619,2.66797,3.25025,2.29546,2.70317,3.77659,2.71471,3.11531,3.84581,3.24798,3.96822,2.59153,2.06217,2.78347,4.43151,3.51984,3.61101
BLOC1S4,7.97033,7.97862,5.57897,9.91958,8.56096,6.56841,7.41637,6.5257,7.04826,7.50506,6.9679,6.66232,7.4643,7.34666,6.38396,8.59698,9.04807,7.68064,6.97797,6.26724,5.08498,7.82515,8.11365,5.09364
BLOC1S5,4.50522,3.45805,1.44008,3.79182,2.6848,2.32817,3.45934,0.140009,2.28385,3.50035,3.76177,2.86759,5.76807,1.44163,3.31,2.74746,2.02369,0.559937,4.24298,3.55913,0.936082,3.79889,3.94919,3.95581
BLOC1S5-TXNDC5,5.25582,6.10703,4.09728,3.60475,6.37965,3.83682,2.69225,4.89054,3.8126,4.4407,4.81479,4.26557,3.08374,5.22634,4.21816,2.8802,4.72442,3.91296,3.85406,4.60106,4.06617,5.52486,4.66124,4.16992
BLOC1S6,31.647,32.539,18.0012,25.7398,26.4074,15.576,34.3815,35.4933,25.7774,29.3041,30.3978,21.6316,27.5083,24.6067,23.8194,29.6646,27.9271,23.5476,30.9201,32.7284,23.1562,28.9657,27.7051,17.8019
BLVRA,35.3148,36.9977,39.215,37.2367,39.7251,41.3837,30.3583,29.5515,33.7102,31.8193,30.2015,34.2087,39.3776,36.7156,33.302,28.869,29.5952,29.7253,26.3794,29.2539,28.1171,30.8693,34.1178,34.5858
BLVRB,65.2033,71.5426,101.165,73.9848,84.3889,119.682,61.668,71.2348,77.1857,66.0151,73.0506,74.1453,61.8622,87.219,58.932,64.8693,82.0506,69.0787,61.3229,53.6904,66.3357,65.7352,88.1615,87.3888
BLZF1,23.2892,27.3955,18.5014,23.4276,26.3624,17.6924,25.2853,30.7664,22.827,20.7015,26.6219,20.0682,23.3357,23.985,20.4118,26.8487,30.675,24.0872,24.2128,26.507,20.2692,25.266,22.4909,17.8582
BMF,0.579726,0.49866,0.497506,0.321941,0.299691,0.383056,1.08391,0.926756,1.02403,1.39816,1.04652,1.3566,0.929501,0.79081,1.07788,0.552641,0.576693,0.802623,1.75212,1.34665,2.00841,0.927005,0.888227,1.18361
BMI1,28.0647,24.4024,14.7154,28.8513,22.386,12.8594,27.6176,24.8831,17.3046,29.0882,19.6007,17.8303,33.5061,27.7235,30.4826,29.9078,20.0962,22.7101,29.7885,25.1291,19.8932,29.2984,25.8188,19.7277
BMP1,37.7288,39.9014,58.6945,53.9177,59.9396,77.6389,48.7867,47.6318,59.198,43.6546,43.0474,52.7386,58.0549,67.9244,58.6973,61.8904,68.4234,70.1049,52.9268,47.642,60.1112,76.1853,88.4783,105.553
BMP2,11.941,11.8634,7.21741,3.73608,3.61982,1.81828,17.2111,18.2594,15.3947,8.14757,8.98321,6.93419,5.45577,5.35133,5.14972,6.60715,6.83498,5.50322,13.0617,13.7589,11.3026,7.67148,6.49327,5.29466
BMP2K,14.0357,16.3047,11.3832,12.0925,13.6179,10.783,13.033,13.6021,11.6689,12.2119,11.9692,11.446,11.8344,11.8595,10.7208,12.691,13.1729,11.7621,11.4691,12.9008,10.6433,11.0404,12.2997,9.4206
BMP3,0.104255,0.0610205,0.034743,0.0327208,0.0829427,0.0260407,0.0500292,0.0885824,0.0478556,0.0422203,0.0608651,0.0333073,0.0563437,0.0304154,0.0226822,0.0989835,0.0297413,0.0558044,0.0501977,0.0509066,0.0304402,0.0218058,0.0510684,0.0416029
BMP4,0.573776,0.34892,0.2396,0.36832,0.346742,0.516161,0.466807,0.742237,0.757652,0.457653,0.544434,0.931958,0.52817,0.618181,0.613342,0.577981,0.622287,0.21053,0.622323,0.504816,0.839331,0.366993,0.754113,0.410798
BMP6,0.131244,0.101875,0.0963456,0.109395,0.138476,0.104925,0.134479,0.151609,0.222523,3.32656,3.59252,3.43644,1.81658,1.7151,1.6282,0.139185,0.19619,0.181633,4.89528,4.6508,4.21766,1.52758,1.50403,1.5167
BMP7,0.192747,0.158654,0.246616,0.0746038,0.0837673,0.0355915,0.57458,0.454601,0.383869,0.0975502,0.108784,0.0905974,0.0191831,0.0996648,0.04186,0.153296,0.191942,0.10498,0.159014,0.125836,0.270013,0.106033,0.099232,0.137276
BMP8A,0.111747,0.188567,0.190645,0.16784,0.209364,0.152697,0.136017,0.168174,0.163914,0.231415,0.252977,0.293071,0.272904,0.20662,0.282342,0.186984,0.141478,0.230535,0.233172,0.181449,0.147723,0.259761,0.18104,0.166076
BMP8B,0.118256,0.0286116,0.0104767,0.0156218,0.0483437,0.0498703,0.0347092,0.0483373,0.0440021,0.0861023,0.0346632,0.0557142,0.111737,0.0439185,0.0246514,0.0244703,0.0186085,0.0512781,0.11378,0.0590024,0.0763077,0.0460645,0.069011,0.0656242
BMPER,3.08532,3.11967,2.40537,2.18443,2.27122,1.79176,2.22587,1.9473,1.93763,2.36087,2.19939,1.8999,1.8212,1.39341,1.68776,1.62213,1.39956,1.30316,1.85223,2.10078,2.01166,1.40487,1.17713,1.1407
BMPR1A,3.0443,3.62835,2.0469,3.6676,4.18716,2.42605,3.4237,3.12669,2.33814,3.50452,3.23529,2.67253,3.86031,4.19477,3.68092,4.49295,4.52278,3.89127,2.96247,3.45621,2.75253,4.62682,3.94799,2.84354
BMPR1B,2.49207,2.65002,1.29419,1.85108,1.68914,0.998002,2.47344,2.19841,2.03921,1.40314,1.34148,0.984776,1.33901,1.26907,1.33627,2.18119,2.05855,1.60152,1.37721,1.42455,1.05397,1.51838,1.33845,0.974641
BMPR2,9.46551,9.0628,4.28168,7.68103,7.23071,4.29142,7.52147,7.04114,5.90286,9.58472,8.38709,7.42049,9.85044,8.4681,10.2943,8.12719,7.4439,6.74355,9.87555,10.6808,7.99287,9.49651,9.00113,5.83774
BMS1,15.0171,16.4077,10.372,15.713,16.27,10.8507,16.3628,16.9849,14.0991,14.3877,15.0887,12.7659,15.499,14.2972,14.0222,16.2481,16.2717,14.9701,14.9393,15.9405,12.9083,14.3694,14.2586,10.8429
BMS1P4,1.96727,1.86256,1.53557,1.75104,1.90161,1.29911,2.04315,2.57437,1.93842,2.82326,3.15096,2.71214,2.31008,1.86284,1.48986,2.46341,2.28606,2.23822,2.2976,2.58489,2.27651,1.94606,2.25336,1.76198
BNC1,2.62234,2.49139,1.95853,2.27688,2.16946,1.67742,2.78138,2.89057,2.27202,2.14391,2.2247,1.94277,1.85618,1.84344,1.86444,2.93313,2.85829,2.50191,1.89585,2.40731,2.21381,2.00488,1.94631,1.66007
BNC2,3.53077,3.39773,1.99207,2.77808,2.73428,1.77564,3.07302,3.24189,2.51608,3.82845,3.29942,2.98767,4.13456,3.58274,3.97575,2.57674,2.49254,2.26125,3.65556,4.2424,3.06111,3.4039,2.97644,2.29667
BNIP1,19.345,22.1008,28.1045,20.3982,23.2974,28.5392,21.8501,25.2933,26.8905,20.2345,20.8353,18.9157,19.7434,20.2608,18.3007,22.1804,23.9796,22.2505,17.8904,17.9486,19.7356,19.3584,22.6905,23.8363
BNIP2,35.73,38.1993,19.8099,34.6956,32.8052,17.5574,36.033,37.5045,27.4666,33.5213,36.2363,26.2987,30.5899,32.5302,32.6096,35.492,35.2227,28.7124,36.6884,40.7048,27.7137,36.5684,31.8807,21.3883
BNIP3,20.4077,19.7949,8.8034,19.6078,18.9888,10.2158,21.0387,19.5329,14.5378,18.7265,19.9129,13.7871,18.8585,18.4957,16.7553,21.4675,20.1235,15.0419,21.197,20.2218,13.9494,20.1207,19.1643,13.1895
BNIP3L,23.2355,21.9319,12.6157,18.9372,18.0492,10.876,25.844,24.678,18.673,28.0411,29.2445,20.8208,25.9692,25.5921,26.4128,20.419,20.0068,16.8742,30.9918,33.7018,24.772,28.3653,24.1937,17.7407
BNIPL,0.133632,0.0166129,0.0807975,0.0543721,0.0431951,0.0629041,0.0206376,0.0968957,0.0428657,0.0972416,0.0852476,0.107538,0.0447489,0.0239081,0.101741,0.00966639,0.0508419,0.0535347,0.0785751,0.0790118,0.143215,0.0249523,0.100222,0.120297
BOC,1.28974,1.31019,1.34519,1.11648,1.10112,1.46361,1.44486,1.65722,1.6723,1.36799,1.59011,1.61357,1.1531,1.59106,1.52863,1.53623,1.53123,1.64266,1.48089,1.28611,1.97641,1.5167,1.48125,1.74128
BOD1,21.9733,24.004,20.6335,21.6966,22.4405,18.1922,25.1332,25.6057,22.7413,25.6577,27.0726,23.2835,21.8683,21.4521,20.3311,22.3092,22.8709,21.8511,26.9049,26.2516,23.643,21.2402,20.8569,17.8698
BOD1L1,11.8297,15.274,9.7889,11.2297,14.477,10.0027,11.6192,14.4053,10.887,16.0978,19.945,16.4728,15.609,16.8475,15.8201,12.0815,14.0875,14.087,16.4509,21.7829,15.4226,14.7568,17.2585,11.2486
BOD1L2,0.00827012,0.00607254,0.00481209,0.00665762,0.0183505,0,0.019888,0.00744207,0.0359949,0.0165676,0.0229916,0.0153783,0.0307646,0.0359506,0.00770675,0.0224113,0.0160719,0.0318221,0.0442933,0,0.00804039,0.0174111,0.00675173,0.0486346
BOK,22.797,24.5378,41.7717,30.3218,34.4374,51.0225,27.7573,27.9795,36.2704,21.8566,21.2341,27.7719,24.9826,29.413,27.7583,25.8294,30.4003,34.8122,21.5277,19.9638,27.7524,27.0582,32.8454,41.079
BOLA1,4.33763,4.84409,5.82428,5.35477,6.7274,6.73017,4.9387,7.49325,6.99449,8.53813,9.9256,9.79681,7.32171,8.79693,7.51729,5.09417,5.50158,5.85955,11.2802,9.52563,11.745,8.46081,8.61622,10.3581
BOLA3,75.8452,84.2403,94.0424,94.438,88.2261,99.0322,70.367,80.8877,78.6456,66.5696,70.5989,70.2415,79.2207,83.5167,69.0667,74.5062,95.9796,70.3588,59.5232,68.9416,52.9684,66.1815,83.4889,76.6662
BOLA3-AS1,3.48289,2.10183,3.49744,1.97138,3.02784,2.70931,1.97539,3.16551,1.94606,2.15607,1.73883,2.5952,3.28197,2.52001,2.02151,2.59398,2.8162,2.7657,3.27451,1.89536,1.92402,1.59711,2.21129,2.27639
BOP1,3.2153,4.80895,8.1529,3.6944,5.29658,7.47318,5.12212,4.66985,6.35201,2.53409,2.93499,3.26605,2.61745,3.69984,3.11611,3.90712,4.33228,4.57975,2.90584,2.39409,3.30665,2.89958,3.1106,4.7771
BORA,7.26161,8.71315,5.63098,8.62293,8.58843,5.72587,4.84867,5.84501,4.42772,6.66753,7.7538,5.57113,6.7294,6.82536,6.34657,6.0483,6.9232,5.68132,5.34738,6.92925,5.29984,6.14907,5.43716,3.83337
BPGM,24.1192,23.8298,16.635,20.6812,20.2828,14.2044,42.3467,45.6227,34.1646,25.6901,28.1421,24.837,23.6191,24.1,23.6042,28.9003,27.6023,25.6894,34.8308,37.647,30.271,27.8957,27.4107,23.4978
BPHL,7.32073,6.45621,5.92077,6.86595,6.48556,6.08824,5.89884,5.84806,5.23431,8.36994,7.44439,7.15673,7.46169,8.13574,6.78602,6.15009,6.18731,6.03753,7.52086,6.82538,6.95192,6.64092,7.3887,7.80472
BPNT1,16.0802,17.2803,12.282,16.5583,16.6979,12.5033,16.9822,16.8386,15.2773,16.4525,17.9746,14.2939,18.0277,17.2267,16.4836,16.9331,16.7654,15.1024,15.0829,15.7145,14.1463,16.6341,16.2976,13.5642
BPTF,10.0178,11.6746,6.358,8.14885,10.0018,6.64972,8.2811,9.86433,7.31527,11.4584,11.7279,10.7111,12.4528,11.962,12.1828,8.24891,8.95681,8.42401,10.7511,13.7491,9.9981,9.66237,11.3444,8.33542
BRAF,5.19652,5.00465,3.50048,4.29896,4.75517,3.84075,5.84451,6.51847,5.49281,6.8316,7.25416,6.8417,7.12251,6.57351,5.76976,5.65895,6.22818,5.44231,7.66501,8.80719,7.30992,6.72276,7.26322,6.00017
BRAP,11.1049,12.6864,9.34837,11.3389,12.6926,9.61145,13.1893,13.684,12.2233,15.2909,17.664,14.2449,15.0111,14.5765,13.7433,13.4805,14.8159,13.5418,16.643,18.4605,14.6477,15.7152,15.2553,12.2463
BRAT1,22.358,22.4148,46.0533,26.5489,25.7299,50.2664,22.6177,18.9347,31.3252,24.508,20.0892,26.8659,23.0425,23.5153,22.6775,29.366,28.2188,35.1705,21.5673,16.9288,25.7482,24.859,25.0645,38.5333
BRCA1,9.72675,11.4833,8.3067,9.08022,11.6941,8.91999,8.49647,9.53377,7.14027,8.61902,10.4164,8.86778,9.27605,9.24705,9.84101,8.39023,9.08943,9.08121,7.36288,8.7318,7.36191,8.55676,8.70299,6.10445
BRCA2,7.07811,8.48531,4.08359,6.43908,6.96745,3.9358,5.8879,6.78207,4.73871,6.83582,8.20883,5.38456,6.09486,6.53446,6.03205,6.20544,6.69398,5.56926,6.40888,8.56561,5.17784,6.01742,5.73241,3.57119
BRCC3,5.73638,7.61102,4.65715,6.04419,7.58861,4.95479,5.7822,6.78024,5.25401,5.68535,6.59456,5.32718,6.17676,6.63353,6.24633,5.34444,6.40676,5.82381,5.53012,6.17837,4.67301,6.1984,6.27657,4.36604
BRD1,10.9411,11.6071,10.943,10.6646,10.5704,10.2801,11.6045,12.0386,12.3003,14.7945,14.8082,14.2648,14.1927,13.1517,11.7406,11.3885,10.7226,11.4421,16.7498,15.0757,15.3527,14.2412,13.7555,11.9537
BRD2,46.1739,47.6367,47.8394,40.2899,44.1254,44.7727,51.8646,57.3648,55.9239,53.2921,56.7629,58.0676,50.9777,50.5737,46.8794,45.1546,44.6265,47.7209,56.954,55.1909,59.6752,48.4087,54.2837,54.0236
BRD3,3.73759,3.65306,2.65046,3.1837,3.28806,2.6546,2.9567,2.67177,3.05501,4.897,4.18594,4.3156,4.41007,4.20523,3.69037,2.68939,2.43915,2.45177,4.25139,4.04618,3.84649,3.53348,4.25179,2.81714
BRD4,18.5158,17.1263,19.0664,13.4405,14.0029,16.9991,17.5521,19.6074,20.5531,16.65,15.4564,18.8804,15.3925,14.4315,15.5986,17.1482,17.2685,18.1468,17.5036,17.5281,20.8584,15.0317,16.9309,17.4061
BRD7,11.6927,14.4274,11.3649,13.3814,15.7178,11.5747,12.2615,14.1238,11.8156,12.5311,15.2266,12.0456,13.5039,15.0464,12.766,12.2475,14.1521,14.1136,11.9163,15.1988,12.0403,12.2871,14.8851,11.8073
BRD7P3,0.126379,0.129839,0.0809785,0.167729,0.143696,0.064295,0.101222,0.0671652,0.0718351,0.138364,0.243181,0.200412,0.172062,0.313736,0.194182,0.108842,0.17508,0.156409,0.160148,0.11335,0.20216,0.19952,0.142141,0.11933
BRD8,24.261,26.1997,23.7301,25.418,25.2474,23.8812,23.9329,25.339,27.3219,33.8157,35.8511,39.4557,32.4147,33.4475,37.3642,23.9624,26.5454,27.4221,32.3666,33.3543,39.3975,30.7391,33.5556,34.5585
BRD9,22.8464,27.0493,26.1384,25.2026,29.3765,27.2438,26.5787,27.6081,29.3659,20.0468,22.4969,22.0373,21.7432,24.9305,23.7422,24.2111,27.3609,26.823,20.9275,20.126,21.9023,21.1084,24.701,23.9845
BRE,15.676,16.9335,15.0314,16.1362,15.9105,14.5388,18.0583,19.5869,17.1706,17.085,15.8123,13.9712,17.9533,17.6552,15.1807,18.3346,16.6164,18.6442,15.8413,16.3341,14.2479,19.0204,16.9077,17.8113
BRE-AS1,0.547611,0.529131,0.657187,0.506608,0.654648,0.183592,1.19035,0.974578,0.906266,3.10521,4.08649,2.41754,1.97238,2.09857,1.48403,0.623045,1.10299,0.619258,3.82834,3.94165,3.35409,2.57232,2.52629,2.47639
BREA2,0.216433,0.216642,0.0848654,0.169433,0.0623027,0.28626,0.191707,0.221455,0.157507,0.255763,0.229423,0.187651,0.173287,0.294333,0.160252,0.121145,0.105745,0.188655,0.373169,0.158854,0.181731,0.294559,0.224227,0.270802
BRF1,11.6303,13.0282,22.9023,13.0109,14.8108,22.0843,10.571,12.6054,15.5461,12.6153,13.4242,15.4543,12.3876,14.401,13.0741,12.3752,15.2647,14.8664,12.1159,10.5143,13.9192,12.5771,14.1102,17.6733
BRF2,10.7068,11.6974,13.2316,11.8867,12.9489,14.3071,11.8821,12.6086,14.2482,12.0498,13.602,14.3213,12.0494,12.4383,13.5841,13.2677,14.0158,13.7386,12.755,13.5643,13.1658,13.3222,14.5906,15.4357
BRI3,132.047,116.568,130.621,126.898,119.119,141.234,116.865,111.392,131.355,63.324,62.2059,60.2688,71.8848,82.305,61.6895,100.819,104.721,90.2857,64.9161,50.9417,59.9065,72.8874,79.0465,81.1104
BRI3BP,8.21731,9.2448,10.527,8.76024,11.143,12.4185,7.49497,9.67294,8.02663,6.31286,7.46835,5.70718,5.87409,7.33098,4.95525,6.99535,8.28094,5.70275,6.67577,5.49483,4.86196,6.73198,8.47579,6.93576
BRICD5,1.47904,1.25285,1.99644,1.17577,0.96804,2.56882,0.781495,1.26961,0.939674,1.37631,1.26747,2.76122,1.17022,1.05801,2.7793,0.904998,0.936771,0.982265,0.994766,0.586028,2.28898,1.73083,1.78729,2.42685
BRIP1,15.6195,16.4119,9.37249,12.8823,13.6899,7.89079,17.9566,18.6692,13.4357,18.0053,19.9997,13.5222,11.9914,11.7637,11.8491,14.0132,14.0687,11.9989,20.3502,23.4095,16.0501,13.9199,12.8819,8.25784
BRIX1,52.5936,69.3889,52.3916,59.9416,63.9621,50.1388,59.4992,72.5371,55.1852,43.5268,54.7641,42.594,45.4062,51.7147,46.4378,52.7951,61.4581,57.4304,45.2825,52.1869,38.6964,46.062,48.4199,37.0132
BRK1,148.204,139.592,144.214,134.433,127.284,133.562,162.433,153.897,167.946,128.72,111.002,116.451,140.3,114.085,120.096,150.358,136.32,151.371,117.024,116.833,123.153,125.821,124.492,124.828
BRMS1,44.744,47.2022,85.6656,53.1402,54.6364,88.7609,52.0402,49.8271,67.6834,43.4095,44.3696,56.6096,47.1017,49.5995,51.8587,51.9119,50.1482,67.1176,43.2167,36.6448,55.8861,42.3419,53.2686,68.6387
BRMS1L,3.63026,3.77479,1.75604,3.32332,3.323,1.91178,3.00232,3.52049,2.13936,3.93104,4.07589,3.22622,3.3382,3.23132,3.79362,3.10583,2.80338,2.23397,4.29262,4.43552,2.72273,3.98425,3.65147,2.15544
